borough,neighborhood,building_class_category,zip_code,residential_units,commercial_units,total_units,land_square_feet,gross_square_feet,year_built,sale_price,sale_date,sale_year,age
3,FLATBUSH-NORTH,01 ONE FAMILY DWELLINGS,11212,1,0,1,1600,1584,1940,599000,2018-02-08T00:00:00Z,2018,78
3,FLATBUSH-NORTH,01 ONE FAMILY DWELLINGS,11212,1,0,1,1680,1024,1940,6e+05,2018-02-26T00:00:00Z,2018,78
3,FLATBUSH-NORTH,01 ONE FAMILY DWELLINGS,11203,1,0,1,3325,1123,1930,750000,2018-07-26T00:00:00Z,2018,88
3,FLATBUSH-NORTH,01 ONE FAMILY DWELLINGS,11203,1,0,1,1358,1420,1940,410000,2018-02-09T00:00:00Z,2018,78
3,FLATBUSH-NORTH,01 ONE FAMILY DWELLINGS,11203,1,0,1,1667,1040,1910,525000,2018-01-17T00:00:00Z,2018,108
3,FLATBUSH-NORTH,01 ONE FAMILY DWELLINGS,11203,1,1,2,2099,1840,1940,525000,2018-01-16T00:00:00Z,2018,78
3,FLATBUSH-NORTH,01 ONE FAMILY DWELLINGS,11203,1,0,1,2000,1312,1920,618000,2017-12-15T00:00:00Z,2017,97
3,FLATBUSH-NORTH,01 ONE FAMILY DWELLINGS,11203,1,0,1,2850,3245,1920,730000,2018-02-21T00:00:00Z,2018,98
3,FLATBUSH-NORTH,01 ONE FAMILY DWELLINGS,11203,1,0,1,1900,2304,1930,543556,2018-02-27T00:00:00Z,2018,88
3,FLATBUSH-NORTH,01 ONE FAMILY DWELLINGS,11225,1,0,1,4000,2700,1899,1450000,2018-07-19T00:00:00Z,2018,119
3,FLATBUSH-NORTH,01 ONE FAMILY DWELLINGS,11225,1,0,1,1300,960,1930,637500,2018-02-16T00:00:00Z,2018,88
3,FLATBUSH-NORTH,01 ONE FAMILY DWELLINGS,11225,1,0,1,1175,960,1930,625000,2018-08-06T00:00:00Z,2018,88
3,FLATBUSH-NORTH,01 ONE FAMILY DWELLINGS,11203,1,0,1,3600,1320,1910,750000,2018-04-24T00:00:00Z,2018,108
3,FLATBUSH-NORTH,01 ONE FAMILY DWELLINGS,11203,1,0,1,2000,624,1910,430000,2017-10-19T00:00:00Z,2017,107
3,FLATBUSH-NORTH,01 ONE FAMILY DWELLINGS,11203,1,0,1,4000,1800,1910,481744,2018-04-17T00:00:00Z,2018,108
3,FLATBUSH-NORTH,01 ONE FAMILY DWELLINGS,11203,1,0,1,2850,760,1940,6e+05,2018-08-30T00:00:00Z,2018,78
3,FLATBUSH-NORTH,01 ONE FAMILY DWELLINGS,11203,1,0,1,2000,824,1945,618000,2017-09-27T00:00:00Z,2017,72
3,FLATBUSH-NORTH,01 ONE FAMILY DWELLINGS,11203,1,0,1,2475,1676,1920,526680,2018-08-30T00:00:00Z,2018,98
3,FLATBUSH-NORTH,01 ONE FAMILY DWELLINGS,11203,1,0,1,2576,1312,1935,650000,2017-09-19T00:00:00Z,2017,82
3,FLATBUSH-NORTH,01 ONE FAMILY DWELLINGS,11203,1,0,1,1091,1812,2005,550000,2018-07-05T00:00:00Z,2018,13
3,FLATBUSH-NORTH,01 ONE FAMILY DWELLINGS,11203,1,0,1,2240,2144,1925,525000,2017-11-20T00:00:00Z,2017,92
3,FLATBUSH-NORTH,01 ONE FAMILY DWELLINGS,11203,1,0,1,2240,2144,1925,675000,2018-03-08T00:00:00Z,2018,93
3,FLATBUSH-NORTH,01 ONE FAMILY DWELLINGS,11203,1,0,1,2150,1768,1920,645000,2018-05-29T00:00:00Z,2018,98
3,FLATBUSH-NORTH,01 ONE FAMILY DWELLINGS,11203,1,0,1,1800,1683,1945,560000,2017-10-23T00:00:00Z,2017,72
3,FLATBUSH-NORTH,01 ONE FAMILY DWELLINGS,11203,1,0,1,2000,1586,1920,4e+05,2018-06-12T00:00:00Z,2018,98
3,FLATBUSH-NORTH,01 ONE FAMILY DWELLINGS,11203,1,0,1,2400,1248,1920,670000,2018-06-19T00:00:00Z,2018,98
3,FLATLANDS,01 ONE FAMILY DWELLINGS,11234,1,0,1,1120,1524,1940,555000,2017-09-26T00:00:00Z,2017,77
3,FLATLANDS,01 ONE FAMILY DWELLINGS,11234,1,0,1,2150,957,1940,420000,2018-02-01T00:00:00Z,2018,78
3,FLATLANDS,01 ONE FAMILY DWELLINGS,11234,1,0,1,2150,906,1950,25000,2017-10-26T00:00:00Z,2017,67
3,FLATLANDS,01 ONE FAMILY DWELLINGS,11234,1,0,1,2400,2040,1945,599000,2017-10-31T00:00:00Z,2017,72
3,FLATLANDS,01 ONE FAMILY DWELLINGS,11234,1,0,1,1800,1830,1945,610000,2018-02-27T00:00:00Z,2018,73
3,FLATLANDS,01 ONE FAMILY DWELLINGS,11234,1,0,1,2500,540,1925,4e+05,2018-02-23T00:00:00Z,2018,93
3,FLATLANDS,01 ONE FAMILY DWELLINGS,11234,1,0,1,4000,990,1925,655000,2017-11-21T00:00:00Z,2017,92
3,FLATLANDS,01 ONE FAMILY DWELLINGS,11234,1,0,1,3000,1705,1925,350000,2018-02-23T00:00:00Z,2018,93
3,FLATLANDS,01 ONE FAMILY DWELLINGS,11234,1,0,1,2500,1683,1965,540000,2018-06-04T00:00:00Z,2018,53
3,FLATLANDS,01 ONE FAMILY DWELLINGS,11234,1,0,1,2033,1376,1925,699995,2018-07-06T00:00:00Z,2018,93
3,FLATLANDS,01 ONE FAMILY DWELLINGS,11234,1,0,1,1600,1384,1940,147500,2018-08-15T00:00:00Z,2018,78
3,FLATLANDS,01 ONE FAMILY DWELLINGS,11234,1,0,1,1800,1620,1940,795765,2017-09-07T00:00:00Z,2017,77
3,FLATLANDS,01 ONE FAMILY DWELLINGS,11234,1,0,1,1817,1773,1940,510000,2017-10-26T00:00:00Z,2017,77
3,FLATLANDS,01 ONE FAMILY DWELLINGS,11234,1,0,1,2000,1528,1930,156334,2018-02-22T00:00:00Z,2018,88
3,FLATLANDS,01 ONE FAMILY DWELLINGS,11234,1,0,1,2250,1824,1930,710000,2017-11-16T00:00:00Z,2017,87
3,FLATLANDS,01 ONE FAMILY DWELLINGS,11234,1,0,1,2067,2052,1930,715000,2018-02-28T00:00:00Z,2018,88
3,FLATLANDS,01 ONE FAMILY DWELLINGS,11234,1,0,1,2500,1400,1930,375000,2017-09-29T00:00:00Z,2017,87
3,FLATLANDS,01 ONE FAMILY DWELLINGS,11234,1,0,1,2500,1400,1930,645000,2018-03-27T00:00:00Z,2018,88
3,FLATLANDS,01 ONE FAMILY DWELLINGS,11234,1,0,1,2500,1484,1930,409000,2018-01-24T00:00:00Z,2018,88
3,FLATLANDS,01 ONE FAMILY DWELLINGS,11234,1,0,1,2533,2170,1940,625000,2018-04-16T00:00:00Z,2018,78
3,FLATLANDS,01 ONE FAMILY DWELLINGS,11234,1,0,1,2500,2576,1935,664000,2018-01-30T00:00:00Z,2018,83
3,FLATLANDS,01 ONE FAMILY DWELLINGS,11234,1,0,1,2400,1580,1935,550000,2017-11-21T00:00:00Z,2017,82
3,FLATLANDS,01 ONE FAMILY DWELLINGS,11234,1,0,1,2000,1440,1935,620000,2018-05-03T00:00:00Z,2018,83
3,FLATLANDS,01 ONE FAMILY DWELLINGS,11234,1,0,1,1950,1985,1940,560000,2017-09-18T00:00:00Z,2017,77
3,FLATLANDS,01 ONE FAMILY DWELLINGS,11234,1,0,1,1900,2109,1930,460000,2018-05-02T00:00:00Z,2018,88
3,FLATLANDS,01 ONE FAMILY DWELLINGS,11234,1,0,1,1900,2109,1930,709300,2018-05-24T00:00:00Z,2018,88
3,FLATLANDS,01 ONE FAMILY DWELLINGS,11234,1,1,2,968,1600,1931,650000,2018-06-28T00:00:00Z,2018,87
3,FLATLANDS,01 ONE FAMILY DWELLINGS,11234,1,0,1,2100,1664,1930,165000,2018-06-12T00:00:00Z,2018,88
3,FLATLANDS,01 ONE FAMILY DWELLINGS,11234,1,0,1,2300,1664,1930,640000,2017-10-19T00:00:00Z,2017,87
3,FLATLANDS,01 ONE FAMILY DWELLINGS,11234,1,0,1,2000,1428,1920,530000,2018-08-14T00:00:00Z,2018,98
3,FLATLANDS,01 ONE FAMILY DWELLINGS,11234,1,0,1,2000,1352,1920,365000,2018-02-15T00:00:00Z,2018,98
3,FLATLANDS,01 ONE FAMILY DWELLINGS,11234,1,0,1,2300,1512,1930,625000,2018-08-14T00:00:00Z,2018,88
3,FLATLANDS,01 ONE FAMILY DWELLINGS,11234,1,0,1,1800,973,1920,3e+05,2018-01-03T00:00:00Z,2018,98
3,FLATLANDS,01 ONE FAMILY DWELLINGS,11234,1,0,1,1800,973,1920,535000,2018-07-05T00:00:00Z,2018,98
3,FLATLANDS,01 ONE FAMILY DWELLINGS,11234,1,0,1,1983,1710,1960,550000,2018-03-05T00:00:00Z,2018,58
3,FLATLANDS,01 ONE FAMILY DWELLINGS,11234,1,0,1,2110,1036,1920,302424,2018-08-16T00:00:00Z,2018,98
3,FLATLANDS,01 ONE FAMILY DWELLINGS,11234,1,0,1,2139,1376,1910,525000,2017-12-04T00:00:00Z,2017,107
3,FLATLANDS,01 ONE FAMILY DWELLINGS,11234,1,0,1,4000,1524,1925,660000,2017-11-29T00:00:00Z,2017,92
3,FLATLANDS,01 ONE FAMILY DWELLINGS,11234,1,0,1,2400,1136,1925,499000,2017-11-21T00:00:00Z,2017,92
3,FLATLANDS,01 ONE FAMILY DWELLINGS,11234,1,1,2,1120,1760,1925,720187,2018-04-16T00:00:00Z,2018,93
3,FLATLANDS,01 ONE FAMILY DWELLINGS,11234,1,0,1,2400,1120,1920,615000,2017-10-30T00:00:00Z,2017,97
3,FLATLANDS,01 ONE FAMILY DWELLINGS,11234,1,0,1,2058,1064,1920,355200,2017-10-12T00:00:00Z,2017,97
3,FLATLANDS,01 ONE FAMILY DWELLINGS,11234,1,0,1,2000,1472,1920,625000,2018-07-12T00:00:00Z,2018,98
3,FLATLANDS,01 ONE FAMILY DWELLINGS,11234,1,1,2,1217,2200,1931,4e+05,2018-04-18T00:00:00Z,2018,87
3,FLATLANDS,01 ONE FAMILY DWELLINGS,11234,1,0,1,2870,1088,1925,549000,2018-07-10T00:00:00Z,2018,93
3,FLATLANDS,01 ONE FAMILY DWELLINGS,11234,1,0,1,2500,1376,1935,487000,2018-03-26T00:00:00Z,2018,83
3,FLATLANDS,01 ONE FAMILY DWELLINGS,11234,1,0,1,2000,1207,1925,517000,2017-10-30T00:00:00Z,2017,92
3,FORT GREENE,01 ONE FAMILY DWELLINGS,11217,1,0,1,1188,1884,2015,2846008,2018-02-20T00:00:00Z,2018,3
3,FORT GREENE,01 ONE FAMILY DWELLINGS,11217,1,0,1,2129,1830,1899,3200000,2018-02-07T00:00:00Z,2018,119
3,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,11229,1,0,1,1870,868,1925,380000,2017-10-02T00:00:00Z,2017,92
3,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,11229,1,0,1,1900,994,1935,480500,2017-12-11T00:00:00Z,2017,82
3,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,11229,1,0,1,3600,2302,1971,880000,2017-10-20T00:00:00Z,2017,46
3,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,11229,1,0,1,2420,994,1935,468000,2017-10-24T00:00:00Z,2017,82
3,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,11229,1,0,1,1436,882,1935,410000,2018-01-12T00:00:00Z,2018,83
3,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,11229,1,0,1,1436,882,1935,448000,2017-09-22T00:00:00Z,2017,82
3,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,11229,1,0,1,1800,1022,1930,295000,2017-11-09T00:00:00Z,2017,87
3,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,11229,1,0,1,1530,858,1930,598000,2017-11-03T00:00:00Z,2017,87
3,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,11229,1,0,1,1800,913,1920,425000,2018-04-04T00:00:00Z,2018,98
3,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,11229,1,0,1,1440,840,1925,470000,2018-01-24T00:00:00Z,2018,93
3,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,11229,1,0,1,1440,840,1925,480000,2018-07-30T00:00:00Z,2018,93
3,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,11229,1,0,1,1775,840,1925,450000,2017-11-21T00:00:00Z,2017,92
3,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,11229,1,0,1,1733,868,1920,628000,2018-01-09T00:00:00Z,2018,98
3,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,11229,1,0,1,1800,1211,1920,426700,2018-01-26T00:00:00Z,2018,98
3,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,11229,1,0,1,1800,750,1930,376500,2018-03-23T00:00:00Z,2018,88
3,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,11229,1,0,1,1800,308,1920,355000,2018-05-15T00:00:00Z,2018,98
3,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,11229,1,0,1,1800,1220,1920,324000,2018-06-12T00:00:00Z,2018,98
3,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,11229,1,0,1,1411,2700,1920,130000,2018-03-28T00:00:00Z,2018,98
3,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,11229,1,0,1,1800,1334,1920,5e+05,2018-02-12T00:00:00Z,2018,98
3,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,11229,1,0,1,1800,768,1920,132500,2018-03-05T00:00:00Z,2018,98
3,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,11229,1,0,1,1800,1300,1920,523800,2018-01-05T00:00:00Z,2018,98
3,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,11229,1,0,1,1800,678,1920,565000,2018-08-13T00:00:00Z,2018,98
3,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,11229,1,0,1,1800,1890,1920,585000,2018-05-23T00:00:00Z,2018,98
3,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,11229,1,0,1,1800,960,1930,540000,2017-11-15T00:00:00Z,2017,87
3,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,11229,1,0,1,1800,1110,1986,373500,2018-05-01T00:00:00Z,2018,32
3,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,11229,1,0,1,1800,560,1940,405000,2018-02-01T00:00:00Z,2018,78
3,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,11229,1,0,1,1800,1704,1925,382000,2017-09-18T00:00:00Z,2017,92
3,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,11229,1,0,1,1800,1044,1925,470900,2017-11-16T00:00:00Z,2017,92
3,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,11229,1,0,1,1800,1044,1925,470900,2018-01-26T00:00:00Z,2018,93
3,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,11229,1,0,1,1800,1444,1920,430000,2018-07-16T00:00:00Z,2018,98
3,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,11229,1,0,1,1700,1200,1925,365000,2018-02-12T00:00:00Z,2018,93
3,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,11229,1,0,1,1785,1248,1920,440000,2018-06-29T00:00:00Z,2018,98
3,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,11229,1,0,1,3570,1320,1920,350000,2017-10-06T00:00:00Z,2017,97
3,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,11229,1,0,1,3570,1320,1920,550000,2018-07-26T00:00:00Z,2018,98
3,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,11229,1,0,1,1750,1120,1920,460000,2018-06-27T00:00:00Z,2018,98
3,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,11229,1,0,1,1680,1598,1920,640000,2017-10-27T00:00:00Z,2017,97
3,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,11229,1,0,1,3570,1552,1945,4e+05,2018-01-02T00:00:00Z,2018,73
3,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,11229,1,0,1,1800,924,1925,385000,2017-10-12T00:00:00Z,2017,92
3,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,11229,1,0,1,1800,924,1925,320199,2018-05-11T00:00:00Z,2018,93
3,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,11229,1,0,1,1800,924,1925,575000,2018-08-07T00:00:00Z,2018,93
3,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,11229,1,0,1,1800,496,1925,430000,2018-01-16T00:00:00Z,2018,93
3,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,11229,1,0,1,1440,1216,1965,530000,2018-03-12T00:00:00Z,2018,53
3,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,11229,1,0,1,3825,2024,1965,530000,2017-10-31T00:00:00Z,2017,52
3,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,11229,1,0,1,1800,1105,1920,499500,2017-12-27T00:00:00Z,2017,97
3,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,11229,1,0,1,1800,1120,1920,520278,2017-09-28T00:00:00Z,2017,97
3,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,11229,1,0,1,1800,864,1920,173000,2018-04-30T00:00:00Z,2018,98
3,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,11229,1,0,1,1800,1380,1925,399000,2018-03-19T00:00:00Z,2018,93
3,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,11229,1,0,1,1800,648,1925,437500,2018-07-06T00:00:00Z,2018,93
3,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,11229,1,0,1,1800,1484,1925,570000,2018-05-31T00:00:00Z,2018,93
3,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,11229,1,0,1,1800,600,1925,193000,2017-11-07T00:00:00Z,2017,92
3,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,11229,1,0,1,1433,1140,1955,550000,2018-07-09T00:00:00Z,2018,63
3,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,11229,1,0,1,1433,1140,1955,568000,2018-06-20T00:00:00Z,2018,63
3,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,11229,1,0,1,1800,975,1925,293000,2017-09-15T00:00:00Z,2017,92
3,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,11229,1,0,1,1800,975,1925,445000,2018-07-02T00:00:00Z,2018,93
3,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,11229,1,0,1,1800,1738,1925,495000,2017-11-08T00:00:00Z,2017,92
3,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,11229,1,0,1,1800,1364,1925,438000,2017-12-15T00:00:00Z,2017,92
3,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,11229,1,0,1,1733,1248,1920,75828,2018-02-20T00:00:00Z,2018,98
3,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,11229,1,0,1,1680,792,1920,570000,2017-09-13T00:00:00Z,2017,97
3,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,11229,1,0,1,1750,720,1920,4e+05,2017-12-18T00:00:00Z,2017,97
3,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,11229,1,0,1,1470,992,1930,430000,2017-09-01T00:00:00Z,2017,87
3,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,11229,1,0,1,1785,300,1930,260000,2017-10-30T00:00:00Z,2017,87
3,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,11229,1,0,1,1785,1089,1920,545000,2017-12-27T00:00:00Z,2017,97
3,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,11229,1,0,1,1785,1352,1925,525000,2017-10-19T00:00:00Z,2017,92
3,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,11229,1,0,1,1785,969,1925,405000,2018-07-13T00:00:00Z,2018,93
3,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,11229,1,0,1,1129,1360,1965,6e+05,2018-06-15T00:00:00Z,2018,53
3,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,11229,1,0,1,1785,1024,1945,140000,2018-07-17T00:00:00Z,2018,73
3,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,11229,1,0,1,1785,1348,1950,475000,2018-03-02T00:00:00Z,2018,68
3,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,11229,1,0,1,3570,1140,1945,541500,2017-10-26T00:00:00Z,2017,72
3,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,11229,1,0,1,1785,817,1935,6e+05,2018-08-06T00:00:00Z,2018,83
3,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,11229,1,0,1,1785,774,1925,445000,2018-04-17T00:00:00Z,2018,93
3,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,11229,1,0,1,1785,3012,2005,7e+05,2017-10-31T00:00:00Z,2017,12
3,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,11229,1,0,1,3570,1079,1925,615000,2018-03-23T00:00:00Z,2018,93
3,GOWANUS,01 ONE FAMILY DWELLINGS,11231,1,0,1,2000,1400,1900,2535000,2017-11-29T00:00:00Z,2017,117
3,GOWANUS,01 ONE FAMILY DWELLINGS,11231,1,0,1,1250,2414,2014,3022329,2018-02-01T00:00:00Z,2018,4
3,GOWANUS,01 ONE FAMILY DWELLINGS,11231,1,1,2,1131,1040,1920,1200000,2018-01-10T00:00:00Z,2018,98
3,GOWANUS,01 ONE FAMILY DWELLINGS,11231,1,0,1,414,800,1899,829873,2017-12-15T00:00:00Z,2017,118
3,GOWANUS,01 ONE FAMILY DWELLINGS,11215,1,1,2,1660,3000,1931,2950000,2017-12-07T00:00:00Z,2017,86
3,GOWANUS,01 ONE FAMILY DWELLINGS,11215,1,0,1,1200,990,1901,968000,2018-01-18T00:00:00Z,2018,117
3,GOWANUS,01 ONE FAMILY DWELLINGS,11215,1,0,1,3468,1440,1901,57500,2018-05-16T00:00:00Z,2018,117
3,GRAVESEND,01 ONE FAMILY DWELLINGS,11214,1,1,2,690,1277,1932,420000,2017-11-30T00:00:00Z,2017,85
3,GRAVESEND,01 ONE FAMILY DWELLINGS,11204,1,0,1,1060,719,1920,580000,2018-05-22T00:00:00Z,2018,98
3,GRAVESEND,01 ONE FAMILY DWELLINGS,11204,1,0,1,1150,1240,1930,8e+05,2018-06-19T00:00:00Z,2018,88
3,GRAVESEND,01 ONE FAMILY DWELLINGS,11204,1,0,1,1150,1240,1930,865000,2018-03-19T00:00:00Z,2018,88
3,GRAVESEND,01 ONE FAMILY DWELLINGS,11204,1,0,1,1155,980,1930,650000,2018-01-23T00:00:00Z,2018,88
3,GRAVESEND,01 ONE FAMILY DWELLINGS,11204,1,0,1,4000,1687,1925,1225000,2018-03-12T00:00:00Z,2018,93
3,GRAVESEND,01 ONE FAMILY DWELLINGS,11204,1,0,1,1652,1110,1920,725000,2018-08-20T00:00:00Z,2018,98
3,GRAVESEND,01 ONE FAMILY DWELLINGS,11204,1,0,1,1730,1170,1920,625000,2018-01-16T00:00:00Z,2018,98
3,GRAVESEND,01 ONE FAMILY DWELLINGS,11223,1,0,1,2550,1352,1920,9e+05,2017-11-08T00:00:00Z,2017,97
3,GRAVESEND,01 ONE FAMILY DWELLINGS,11223,1,0,1,2000,1372,1930,8e+05,2017-11-08T00:00:00Z,2017,87
3,GRAVESEND,01 ONE FAMILY DWELLINGS,11223,1,0,1,1650,1402,1930,850000,2017-10-25T00:00:00Z,2017,87
3,GRAVESEND,01 ONE FAMILY DWELLINGS,11223,1,0,1,2000,1400,1920,850000,2018-06-29T00:00:00Z,2018,98
3,GRAVESEND,01 ONE FAMILY DWELLINGS,11223,1,0,1,1622,840,1925,720000,2017-11-08T00:00:00Z,2017,92
3,GRAVESEND,01 ONE FAMILY DWELLINGS,11223,1,0,1,2700,1616,1915,915000,2017-12-14T00:00:00Z,2017,102
3,GRAVESEND,01 ONE FAMILY DWELLINGS,11223,1,0,1,2667,1776,1915,985000,2018-02-22T00:00:00Z,2018,103
3,GRAVESEND,01 ONE FAMILY DWELLINGS,11223,1,0,1,2200,1682,1920,7e+05,2018-06-28T00:00:00Z,2018,98
3,GRAVESEND,01 ONE FAMILY DWELLINGS,11223,1,0,1,2700,1486,1920,930000,2018-03-16T00:00:00Z,2018,98
3,GRAVESEND,01 ONE FAMILY DWELLINGS,11223,1,0,1,1800,1654,1915,865500,2018-06-21T00:00:00Z,2018,103
3,GRAVESEND,01 ONE FAMILY DWELLINGS,11223,1,0,1,3000,2500,1920,1700000,2017-09-22T00:00:00Z,2017,97
3,GRAVESEND,01 ONE FAMILY DWELLINGS,11223,1,0,1,2100,1288,1920,680000,2018-07-24T00:00:00Z,2018,98
3,GRAVESEND,01 ONE FAMILY DWELLINGS,11223,1,0,1,1995,1008,1925,850000,2018-07-20T00:00:00Z,2018,93
3,GRAVESEND,01 ONE FAMILY DWELLINGS,11223,1,0,1,3200,1794,1920,4e+05,2018-05-03T00:00:00Z,2018,98
3,GRAVESEND,01 ONE FAMILY DWELLINGS,11223,1,0,1,2500,1350,1920,720000,2018-03-27T00:00:00Z,2018,98
3,GRAVESEND,01 ONE FAMILY DWELLINGS,11223,1,0,1,2000,1372,1925,810000,2017-11-30T00:00:00Z,2017,92
3,GRAVESEND,01 ONE FAMILY DWELLINGS,11223,1,1,2,880,1280,1930,660000,2017-10-08T00:00:00Z,2017,87
3,GRAVESEND,01 ONE FAMILY DWELLINGS,11223,1,0,1,1413,1170,1925,750000,2018-08-09T00:00:00Z,2018,93
3,GRAVESEND,01 ONE FAMILY DWELLINGS,11214,1,0,1,2626,1116,1950,9e+05,2017-10-16T00:00:00Z,2017,67
3,GRAVESEND,01 ONE FAMILY DWELLINGS,11214,1,0,1,1740,1856,1950,860000,2018-07-19T00:00:00Z,2018,68
3,GRAVESEND,01 ONE FAMILY DWELLINGS,11214,1,0,1,1933,1556,1915,860000,2018-05-31T00:00:00Z,2018,103
3,GRAVESEND,01 ONE FAMILY DWELLINGS,11214,1,0,1,1958,1328,1905,850000,2018-05-11T00:00:00Z,2018,113
3,GRAVESEND,01 ONE FAMILY DWELLINGS,11214,1,1,2,910,1564,1931,630000,2018-05-31T00:00:00Z,2018,87
3,GRAVESEND,01 ONE FAMILY DWELLINGS,11214,1,0,1,1933,948,1901,760000,2017-11-29T00:00:00Z,2017,116
3,GRAVESEND,01 ONE FAMILY DWELLINGS,11214,1,0,1,1639,928,1945,657000,2018-04-23T00:00:00Z,2018,73
3,GRAVESEND,01 ONE FAMILY DWELLINGS,11214,1,0,1,1600,928,1945,670000,2018-03-22T00:00:00Z,2018,73
3,GRAVESEND,01 ONE FAMILY DWELLINGS,11214,1,0,1,1461,928,1945,136000,2018-04-11T00:00:00Z,2018,73
3,GRAVESEND,01 ONE FAMILY DWELLINGS,11214,1,0,1,3000,1496,1930,474957,2018-07-25T00:00:00Z,2018,88
3,GRAVESEND,01 ONE FAMILY DWELLINGS,11214,1,0,1,4000,984,1920,750000,2018-02-14T00:00:00Z,2018,98
3,GRAVESEND,01 ONE FAMILY DWELLINGS,11223,1,0,1,1950,1224,1930,680000,2017-10-11T00:00:00Z,2017,87
3,GRAVESEND,01 ONE FAMILY DWELLINGS,11223,1,0,1,1950,1136,1930,855000,2017-11-20T00:00:00Z,2017,87
3,GRAVESEND,01 ONE FAMILY DWELLINGS,11223,1,0,1,1898,928,1930,8e+05,2017-12-01T00:00:00Z,2017,87
3,GRAVESEND,01 ONE FAMILY DWELLINGS,11223,1,0,1,1800,1340,1920,675000,2018-08-10T00:00:00Z,2018,98
3,GRAVESEND,01 ONE FAMILY DWELLINGS,11223,1,0,1,2317,744,1925,6e+05,2018-03-19T00:00:00Z,2018,93
